start_date;end_date;status;progress;duration_in_seconds;finished;recorded_date;responseid;distribution_channel;site;consent_y_n;consent_y_n_do;q110;q110_do;mental;mental_do;meditation_exp;meditation_exp_do;first_language;eng_level;eng_level_do;ipip1;ipip2;ipip3;ipip4;ipip5;ipip6;ipip7;ipip8;ipip9;ipip10;ipip11;ipip12;ipip13;ipip14;ipip15;ipip16;ipip17;ipip18;ipip19;ipip20;lock14b_first_click;lock14b_last_click;lock14b_page_submit;lock14b_click_count;lock14d_first_click;lock14d_last_click;lock14d_page_submit;lock14d_click_count;lock14f_first_click;lock14f_last_click;lock14f_page_submit;lock14f_click_count;lock14h_first_click;lock14h_last_click;lock14h_page_submit;lock14h_click_count;q133_first_click;q133_last_click;q133_page_submit;q133_click_count;q123_first_click;q123_last_click;q123_page_submit;q123_click_count;q126_first_click;q126_last_click;q126_page_submit;q126_click_count;q129_first_click;q129_last_click;q129_page_submit;q129_click_count;stai1;stai2;stai3;stai4;stai5;stai6;stai7;stai8;stai9;stai10;stai11;stai12;stai13;stai14;stai15;stai16;stai17;stai18;stai19;stai20;sam1;sam2;sam3;age;gender;gender_5_text;gender_do;country_birth;country_live;student;student_do;univ;job;group;story;moderator_neuroticism_do;d_vs_do
2022-03-22T19:23:42Z;2022-03-22T19:48:21Z;0;100;  1479;1;2022-03-22T19:48:21Z;R_SJijMuqXPCAEKKl;anonymous;SPRI; 1;2|1; 1;2|1; 4;4|1; 2;2|1;999; 3;2|1|3|5; 1; 1; 2; 1; 1; 2; 2; 2; 3; 3; 4; 4; 2; 2; 4; 3; 3; 3; 4; 4;NA;NA;NA;NA; 152,275; 152,275; 843,646;  1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 3; 4; 2; 2; 3; 1; 1; 3; 1; 4; 3; 1; 1; 1; 3; 3; 2; 1; 3; 3; 8; 3; 7;999; 2;NA;6|5|2|3|4|1;999;999; 2;1|2;999;NA;Condition2:Mindfulbreathing;NA;NeuroticismIntro|Ipip4|Ipip1|Ipip8|Ipip10|Ipip17|Ipip5|Ipip2|Ipip14|Ipip13|Ipip16|Ipip20|Ipip6|Ipip15|Ipip18|Ipip3|Ipip11|Ipip9|Ipip12|Ipip7|Ipip19;StressIntro|Stai12|Stai14|Stai16|Stai11|Stai13|Stai19|Stai4|Stai18|Stai7|Stai1|Stai20|Stai3|Stai10|Stai5|Stai2|Stai17|Stai15|Stai6|Stai8|Stai9
2022-03-22T19:54:40Z;2022-03-22T20:12:02Z;0;100;  1041;1;2022-03-22T20:12:03Z;R_3D7466Fmxa1RWMl;anonymous;QUEE; 1;2|1; 1;2|1; 4;1|4; 2;1|2;English; 3;3|1|2|5; 5; 4; 4; 4; 5; 4; 3; 5; 4; 5; 4; 2; 4; 3; 3; 3; 2; 2; 4; 5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 0; 0;1,008; 0;NA;NA;NA;NA;187,728; 845,511; 849,398;  8;NA;NA;NA;NA; 3; 3; 3; 2; 2; 2; 3; 2; 1; 2; 2; 3; 1; 3; 3; 3; 2; 2; 3; 2; 5; 6; 3;19; 1;NA;5|3|1|4|2|6;Australia;Australia; 2;1|2;University of Queensland;NA;Condition5:Bookchapter;Condition5b:TheOldMan;NeuroticismIntro|Ipip11|Ipip4|Ipip7|Ipip10|Ipip1|Ipip20|Ipip15|Ipip12|Ipip9|Ipip14|Ipip13|Ipip6|Ipip18|Ipip3|Ipip16|Ipip5|Ipip8|Ipip17|Ipip19|Ipip2;StressIntro|Stai5|Stai10|Stai1|Stai9|Stai4|Stai11|Stai8|Stai16|Stai14|Stai20|Stai3|Stai15|Stai17|Stai12|Stai6|Stai19|Stai18|Stai2|Stai7|Stai13
2022-03-22T20:17:44Z;2022-03-22T20:36:19Z;0;100;  1115;1;2022-03-22T20:36:20Z;R_2fr1SRZbINTZqfj;anonymous;QUEE; 1;1|2; 1;1|2; 4;1|4; 2;1|2;German/English; 3;5|3|2|1; 3; 2; 2; 4; 4; 2; 4; 4; 1; 2; 3; 3; 3; 3; 3; 3; 3; 3; 4; 3;NA;NA;NA;NA;NA;NA;NA;NA;   0,000;   0,000; 843,689; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 1; 2; 2; 2; 1; 2; 2; 1; 2; 2; 3; 3; 3; 2; 1; 2; 1; 2; 2; 2; 5; 5; 5;20; 2;NA;1|5|3|4|6|2;Germany;Australia; 2;1|2;UQ;NA;Condition3:Loving-kindness;NA;NeuroticismIntro|Ipip1|Ipip6|Ipip4|Ipip18|Ipip20|Ipip5|Ipip7|Ipip12|Ipip13|Ipip8|Ipip3|Ipip17|Ipip19|Ipip11|Ipip2|Ipip9|Ipip15|Ipip10|Ipip14|Ipip16;StressIntro|Stai3|Stai12|Stai9|Stai1|Stai5|Stai6|Stai17|Stai11|Stai14|Stai20|Stai18|Stai19|Stai7|Stai10|Stai8|Stai15|Stai4|Stai16|Stai13|Stai2
2022-03-22T20:40:09Z;2022-03-22T21:03:33Z;0;100;  1403;1;2022-03-22T21:03:33Z;R_3Oi5YMdSB6CGXlg;anonymous;QUEE; 1;1|2; 1;1|2; 4;1|4; 2;2|1;English; 3;1|3|2|5; 4; 3; 4; 4; 5; 4; 4; 5; 4; 5; 4; 3; 3; 1; 3; 2; 2; 4; 1; 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 934,983; 934,983; 935,638; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4; 4; 1; 2; 4; 1; 2; 3; 1; 4; 3; 1; 1; 1; 4; 4; 2; 1; 4; 4; 8; 3; 9;18; 2;NA;5|2|1|4|3|6;Australia;Australia; 2;2|1;University of Queensland;NA;Condition4:BodyScan;NA;NeuroticismIntro|Ipip5|Ipip14|Ipip4|Ipip17|Ipip15|Ipip8|Ipip7|Ipip12|Ipip2|Ipip16|Ipip11|Ipip3|Ipip18|Ipip13|Ipip20|Ipip1|Ipip19|Ipip6|Ipip9|Ipip10;StressIntro|Stai11|Stai16|Stai2|Stai10|Stai8|Stai14|Stai7|Stai9|Stai1|Stai4|Stai20|Stai18|Stai3|Stai17|Stai13|Stai15|Stai19|Stai5|Stai6|Stai12
2022-03-22T21:09:36Z;2022-03-22T21:10:40Z;0;100;    64;1;2022-03-22T21:10:41Z;R_VXxoQDq7KVY8QpP;anonymous;QUEE; 1;1|2; 2;2|1; 4;1|4; 2;2|1;English; 3;2|3|5|1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T04:12:22Z;2022-03-23T04:14:37Z;0;100;   135;1;2022-03-23T04:14:38Z;R_1kNZA4ahego9lqJ;anonymous;QUEE; 1;1|2; 1;2|1; 4;1|4; 2;1|2;Mandarin; 5;5|2|3|1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T06:05:03Z;2022-03-23T06:28:05Z;0;100;  1382;1;2022-03-23T06:28:06Z;R_vITHqUUDxnG3xXX;anonymous;QUEE; 1;1|2; 1;2|1; 4;4|1; 2;1|2;Chinese; 3;1|2|3|5; 2; 2; 2; 4; 4; 3; 4; 4; 4; 4; 2; 5; 3; 2; 4; 4; 3; 3; 3; 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 0; 0;1,009; 0;  0,000;   0,000; 915,946; 0;NA;NA;NA;NA;NA;NA;NA;NA; 4; 4; 1; 1; 4; 1; 2; 3; 1; 4; 4; 3; 1; 1; 4; 4; 1; 1; 3; 3; 6; 2; 5;20; 2;NA;3|2|1|5|4|6;China;Australia; 2;2|1;Uq;NA;Condition5:Bookchapter;Condition5a:Silverview;NeuroticismIntro|Ipip5|Ipip11|Ipip2|Ipip3|Ipip19|Ipip14|Ipip10|Ipip6|Ipip17|Ipip9|Ipip1|Ipip16|Ipip12|Ipip15|Ipip4|Ipip8|Ipip7|Ipip18|Ipip13|Ipip20;StressIntro|Stai17|Stai7|Stai8|Stai1|Stai12|Stai20|Stai4|Stai3|Stai18|Stai14|Stai11|Stai6|Stai19|Stai10|Stai15|Stai16|Stai13|Stai2|Stai9|Stai5
2022-03-23T06:05:55Z;2022-03-23T06:32:37Z;0;100;  1602;1;2022-03-23T06:32:38Z;R_UT4kKfQA8N1zt0B;anonymous;NORT1; 1;2|1; 1;2|1; 4;1|4; 2;2|1;English; 3;5|1|2|3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;  14,439; 339,524; 926,623; 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;999;NA;NA;1|4|5|2|6|3;NA;NA;NA;1|2;NA;NA;condition1mindfulwalking;NA;NeuroticismIntro|Ipip12|Ipip13|Ipip16|Ipip11|Ipip17|Ipip4|Ipip9|Ipip14|Ipip15|Ipip20|Ipip5|Ipip7|Ipip19|Ipip3|Ipip6|Ipip8|Ipip18|Ipip10|Ipip2|Ipip1;StressIntro|Stai14|Stai5|Stai18|Stai16|Stai6|Stai2|Stai8|Stai10|Stai17|Stai20|Stai1|Stai15|Stai7|Stai13|Stai12|Stai19|Stai3|Stai9|Stai11|Stai4
2022-03-16T06:45:30Z;2022-03-16T06:45:49Z;0;  3;    19;0;2022-03-23T06:45:57Z;R_2AXUTM5slygEUbL;anonymous;NEWF; 1;2|1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T07:35:23Z;2022-03-23T07:36:51Z;0;100;    87;1;2022-03-23T07:36:51Z;R_3oYHl5flDEUJp0w;anonymous;WITT; 1;2|1; 2;1|2; 1;4|1; 1;1|2;English; 3;1|2|3|5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T07:37:42Z;2022-03-23T07:39:24Z;0;100;   101;1;2022-03-23T07:39:24Z;R_3NyNAzuFKwMyQpv;anonymous;WITT; 1;1|2; 2;1|2; 1;1|4; 1;1|2;English; 3;2|1|3|5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T08:11:54Z;2022-03-23T08:13:58Z;0;100;   124;1;2022-03-23T08:13:58Z;R_2TvdJEW0ISueJAQ;anonymous;SPRI; 1;1|2; 2;2|1; 4;1|4; 1;1|2;English; 3;5|1|2|3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-03-23T08:14:36Z;2022-03-23T08:15:23Z;0;100;    47;1;2022-03-23T08:15:24Z;R_3PhPsrLrZlSNJNV;anonymous;SPRI; 1;1|2; 2;2|1; 4;4|1; 2;2|1;English; 3;2|3|1|5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
